OBJECTID,Crash_ID,At_Intersection_Flag,Crash_Date,Crash_Severity,Crash_Time,Crash_Year,Day_of_Week,Hour_of_Day,Intersecting_Street_Name,Latitude,Longitude,Speed_Limit,Street_Name,Person_Death_Count,Person_Injury_Severity,Person_Type,KABCO_USD_Value
218,19105072,True,2022-09-09,N - NOT INJURED,1153,2022,FRIDAY,11 AM,N KANSAS ST,31.76207485,-106.4873903,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,0
219,19105072,True,2022-09-09,N - NOT INJURED,1153,2022,FRIDAY,11 AM,N KANSAS ST,31.76207485,-106.4873903,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,0
512,19138605,True,2022-09-21,N - NOT INJURED,1705,2022,WEDNESDAY,5 PM,N STANTON ST,31.76153485,-106.4882103,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,0
513,19138605,True,2022-09-21,N - NOT INJURED,1705,2022,WEDNESDAY,5 PM,N STANTON ST,31.76153485,-106.4882103,30,E FRANKLIN AVE,0,N - NOT INJURED,Other,0
817,19173843,True,2022-10-06,N - NOT INJURED,1600,2022,THURSDAY,4 PM,W 4TH AVE,31.75314485,-106.4887003,30,S SANTA FE ST,0,99 - UNKNOWN,Motorist,0
818,19173843,True,2022-10-06,N - NOT INJURED,1600,2022,THURSDAY,4 PM,W 4TH AVE,31.75314485,-106.4887003,30,S SANTA FE ST,0,N - NOT INJURED,Other,0
847,19182568,True,2022-10-07,B - SUSPECTED MINOR INJURY,0,2022,FRIDAY,12 AM,S OREGON ST,31.75363485,-106.4865603,35,S OREGON ST,0,B - SUSPECTED MINOR INJURY,Motorist,303200
848,19182568,True,2022-10-07,B - SUSPECTED MINOR INJURY,0,2022,FRIDAY,12 AM,S OREGON ST,31.75363485,-106.4865603,35,S OREGON ST,0,N - NOT INJURED,Motorist,303200
849,19182568,True,2022-10-07,B - SUSPECTED MINOR INJURY,0,2022,FRIDAY,12 AM,S OREGON ST,31.75363485,-106.4865603,35,S OREGON ST,0,N - NOT INJURED,Motorist,303200
850,19182568,True,2022-10-07,B - SUSPECTED MINOR INJURY,0,2022,FRIDAY,12 AM,S OREGON ST,31.75363485,-106.4865603,35,S OREGON ST,0,N - NOT INJURED,Motorist,303200
851,19182568,True,2022-10-07,B - SUSPECTED MINOR INJURY,0,2022,FRIDAY,12 AM,S OREGON ST,31.75363485,-106.4865603,35,S OREGON ST,0,N - NOT INJURED,Motorist,303200
883,19173000,True,2022-10-12,N - NOT INJURED,1914,2022,WEDNESDAY,7 PM,E MILLS AVE,31.76119485,-106.4852203,35,N CAMPBELL ST,0,99 - UNKNOWN,Motorist,0
884,19173000,True,2022-10-12,N - NOT INJURED,1914,2022,WEDNESDAY,7 PM,E MILLS AVE,31.76119485,-106.4852203,35,N CAMPBELL ST,0,N - NOT INJURED,Pedestrian,0
1389,19215212,True,2022-11-03,C - POSSIBLE INJURY,719,2022,THURSDAY,7 AM,E MISSOURI AVE,31.76281485,-106.4880403,40,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
1390,19215212,True,2022-11-03,C - POSSIBLE INJURY,719,2022,THURSDAY,7 AM,E MISSOURI AVE,31.76281485,-106.4880403,40,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
1391,19215212,True,2022-11-03,C - POSSIBLE INJURY,719,2022,THURSDAY,7 AM,E MISSOURI AVE,31.76281485,-106.4880403,40,N KANSAS ST,0,C - POSSIBLE INJURY,Motorist,151600
1392,19215212,True,2022-11-03,C - POSSIBLE INJURY,719,2022,THURSDAY,7 AM,E MISSOURI AVE,31.76281485,-106.4880403,40,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
1393,19215212,True,2022-11-03,C - POSSIBLE INJURY,719,2022,THURSDAY,7 AM,E MISSOURI AVE,31.76281485,-106.4880403,40,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
1394,19215212,True,2022-11-03,C - POSSIBLE INJURY,719,2022,THURSDAY,7 AM,E MISSOURI AVE,31.76281485,-106.4880403,40,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
1484,19219440,True,2022-11-08,N - NOT INJURED,720,2022,TUESDAY,7 AM,TEXAS AVE,31.75997485,-106.4854203,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
1485,19219440,True,2022-11-08,N - NOT INJURED,720,2022,TUESDAY,7 AM,TEXAS AVE,31.75997485,-106.4854203,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
1486,19219440,True,2022-11-08,N - NOT INJURED,720,2022,TUESDAY,7 AM,TEXAS AVE,31.75997485,-106.4854203,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
1514,19218576,True,2022-11-09,N - NOT INJURED,1315,2022,WEDNESDAY,1 PM,E OVERLAND AVE,31.75713485,-106.4876703,35,S OREGON ST,0,N - NOT INJURED,Motorist,0
1515,19218576,True,2022-11-09,N - NOT INJURED,1315,2022,WEDNESDAY,1 PM,E OVERLAND AVE,31.75713485,-106.4876703,35,S OREGON ST,0,N - NOT INJURED,Motorist,0
1516,19218576,True,2022-11-09,N - NOT INJURED,1315,2022,WEDNESDAY,1 PM,E OVERLAND AVE,31.75713485,-106.4876703,35,S OREGON ST,0,N - NOT INJURED,Motorist,0
1577,19227013,True,2022-11-11,B - SUSPECTED MINOR INJURY,1337,2022,FRIDAY,1 PM,N KANSAS ST,31.75997485,-106.4854203,40,TEXAS AVE,0,N - NOT INJURED,Motorist,303200
1578,19227013,True,2022-11-11,B - SUSPECTED MINOR INJURY,1337,2022,FRIDAY,1 PM,N KANSAS ST,31.75997485,-106.4854203,40,TEXAS AVE,0,N - NOT INJURED,Motorist,303200
1579,19227013,True,2022-11-11,B - SUSPECTED MINOR INJURY,1337,2022,FRIDAY,1 PM,N KANSAS ST,31.75997485,-106.4854203,40,TEXAS AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
1628,19281334,True,2022-11-15,N - NOT INJURED,1150,2022,TUESDAY,11 AM,E OVERLAND AVE,31.75784485,-106.4845803,35,S KANSAS ST,0,N - NOT INJURED,Motorist,0
1629,19281334,True,2022-11-15,N - NOT INJURED,1150,2022,TUESDAY,11 AM,E OVERLAND AVE,31.75784485,-106.4845803,35,S KANSAS ST,0,N - NOT INJURED,Pedestrian,0
1691,19238663,True,2022-11-19,N - NOT INJURED,1232,2022,SATURDAY,12 PM,W FRANKLIN AVE,31.75937485,-106.4916203,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
1799,19248352,True,2022-11-24,N - NOT INJURED,204,2022,THURSDAY,2 AM,TEXAS AVE,31.75997485,-106.4854203,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
1800,19248352,True,2022-11-24,N - NOT INJURED,204,2022,THURSDAY,2 AM,TEXAS AVE,31.75997485,-106.4854203,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
1820,19252257,True,2022-11-26,N - NOT INJURED,1757,2022,SATURDAY,5 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
1821,19252257,True,2022-11-26,N - NOT INJURED,1757,2022,SATURDAY,5 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
1822,19252257,True,2022-11-26,N - NOT INJURED,1757,2022,SATURDAY,5 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
1823,19252257,True,2022-11-26,N - NOT INJURED,1757,2022,SATURDAY,5 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
1824,19252257,True,2022-11-26,N - NOT INJURED,1757,2022,SATURDAY,5 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
1915,19259071,True,2022-11-30,N - NOT INJURED,1540,2022,WEDNESDAY,3 PM,N KANSAS ST,31.76207485,-106.4873903,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,0
1916,19259071,True,2022-11-30,N - NOT INJURED,1540,2022,WEDNESDAY,3 PM,N KANSAS ST,31.76207485,-106.4873903,30,E FRANKLIN AVE,0,N - NOT INJURED,Other,0
2051,19292160,True,2022-12-08,N - NOT INJURED,928,2022,THURSDAY,9 AM,E OVERLAND AVE,31.75738485,-106.4866303,30,S MESA ST,0,99 - UNKNOWN,Motorist,0
2052,19292160,True,2022-12-08,N - NOT INJURED,928,2022,THURSDAY,9 AM,E OVERLAND AVE,31.75738485,-106.4866303,30,S MESA ST,0,N - NOT INJURED,Motorist,0
2096,19278541,True,2022-12-10,N - NOT INJURED,1335,2022,SATURDAY,1 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
2097,19278541,True,2022-12-10,N - NOT INJURED,1335,2022,SATURDAY,1 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
2098,19278541,True,2022-12-10,N - NOT INJURED,1335,2022,SATURDAY,1 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
2106,19288774,True,2022-12-10,N - NOT INJURED,2144,2022,SATURDAY,9 PM,TEXAS AVE,31.75997485,-106.4854203,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
2107,19288774,True,2022-12-10,N - NOT INJURED,2144,2022,SATURDAY,9 PM,TEXAS AVE,31.75997485,-106.4854203,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
2108,19288774,True,2022-12-10,N - NOT INJURED,2144,2022,SATURDAY,9 PM,TEXAS AVE,31.75997485,-106.4854203,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
2185,19287017,True,2022-12-15,B - SUSPECTED MINOR INJURY,1453,2022,THURSDAY,2 PM,N KANSAS ST,31.76281485,-106.4880403,35,E MISSOURI AVE,0,N - NOT INJURED,Motorist,303200
2186,19287017,True,2022-12-15,B - SUSPECTED MINOR INJURY,1453,2022,THURSDAY,2 PM,N KANSAS ST,31.76281485,-106.4880403,35,E MISSOURI AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
2187,19287017,True,2022-12-15,B - SUSPECTED MINOR INJURY,1453,2022,THURSDAY,2 PM,N KANSAS ST,31.76281485,-106.4880403,35,E MISSOURI AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
2188,19287017,True,2022-12-15,B - SUSPECTED MINOR INJURY,1453,2022,THURSDAY,2 PM,N KANSAS ST,31.76281485,-106.4880403,35,E MISSOURI AVE,0,N - NOT INJURED,Motorist,303200
2308,19308201,True,2022-12-28,C - POSSIBLE INJURY,733,2022,WEDNESDAY,7 AM,N KANSAS ST,31.76134485,-106.4867103,30,E MAIN ST,0,C - POSSIBLE INJURY,Motorist,151600
2309,19308201,True,2022-12-28,C - POSSIBLE INJURY,733,2022,WEDNESDAY,7 AM,N KANSAS ST,31.76134485,-106.4867103,30,E MAIN ST,0,N - NOT INJURED,Motorist,151600
2310,19308201,True,2022-12-28,C - POSSIBLE INJURY,733,2022,WEDNESDAY,7 AM,N KANSAS ST,31.76134485,-106.4867103,30,E MAIN ST,0,N - NOT INJURED,Motorist,151600
2497,19336179,True,2023-01-09,N - NOT INJURED,1710,2023,MONDAY,5 PM,W FRANKLIN AVE,31.75937485,-106.4916203,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
2498,19336179,True,2023-01-09,N - NOT INJURED,1710,2023,MONDAY,5 PM,W FRANKLIN AVE,31.75937485,-106.4916203,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
2499,19336179,True,2023-01-09,N - NOT INJURED,1710,2023,MONDAY,5 PM,W FRANKLIN AVE,31.75937485,-106.4916203,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
2500,19336179,True,2023-01-09,N - NOT INJURED,1710,2023,MONDAY,5 PM,W FRANKLIN AVE,31.75937485,-106.4916203,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
2529,19334999,True,2023-01-12,N - NOT INJURED,1900,2023,THURSDAY,7 PM,E SAN ANTONIO AVE,31.75875485,-106.4848103,35,S KANSAS ST,0,99 - UNKNOWN,Motorist,0
2530,19334999,True,2023-01-12,N - NOT INJURED,1900,2023,THURSDAY,7 PM,E SAN ANTONIO AVE,31.75875485,-106.4848103,35,S KANSAS ST,0,N - NOT INJURED,Cyclist,0
2563,19335936,True,2023-01-14,N - NOT INJURED,231,2023,SATURDAY,2 AM,E MISSOURI AVE,31.76281485,-106.4880403,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
2564,19335936,True,2023-01-14,N - NOT INJURED,231,2023,SATURDAY,2 AM,E MISSOURI AVE,31.76281485,-106.4880403,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
2571,19336934,True,2023-01-15,B - SUSPECTED MINOR INJURY,1518,2023,SUNDAY,3 PM,N OREGON ST,31.76111485,-106.4905203,35,E MISSOURI AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
2572,19336934,True,2023-01-15,B - SUSPECTED MINOR INJURY,1518,2023,SUNDAY,3 PM,N OREGON ST,31.76111485,-106.4905203,35,E MISSOURI AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
2573,19336934,True,2023-01-15,B - SUSPECTED MINOR INJURY,1518,2023,SUNDAY,3 PM,N OREGON ST,31.76111485,-106.4905203,35,E MISSOURI AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
2679,19348537,True,2023-01-20,N - NOT INJURED,1110,2023,FRIDAY,11 AM,S OREGON ST,31.75363485,-106.4865603,30,E 4TH AVE,0,N - NOT INJURED,Motorist,0
2680,19348537,True,2023-01-20,N - NOT INJURED,1110,2023,FRIDAY,11 AM,S OREGON ST,31.75363485,-106.4865603,30,E 4TH AVE,0,N - NOT INJURED,Pedestrian,0
2711,19355779,True,2023-01-21,N - NOT INJURED,2228,2023,SATURDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
2712,19355779,True,2023-01-21,N - NOT INJURED,2228,2023,SATURDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
2713,19355779,True,2023-01-21,N - NOT INJURED,2228,2023,SATURDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
2714,19355779,True,2023-01-21,N - NOT INJURED,2228,2023,SATURDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
2715,19355779,True,2023-01-21,N - NOT INJURED,2228,2023,SATURDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
2716,19355779,True,2023-01-21,N - NOT INJURED,2228,2023,SATURDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
2717,19355779,True,2023-01-21,N - NOT INJURED,2228,2023,SATURDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
2718,19355779,True,2023-01-21,N - NOT INJURED,2228,2023,SATURDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
2855,19370974,True,2023-01-30,N - NOT INJURED,1503,2023,MONDAY,3 PM,E OVERLAND AVE,31.75784485,-106.4845803,30,S KANSAS ST,0,99 - UNKNOWN,Motorist,0
2856,19370974,True,2023-01-30,N - NOT INJURED,1503,2023,MONDAY,3 PM,E OVERLAND AVE,31.75784485,-106.4845803,30,S KANSAS ST,0,99 - UNKNOWN,Motorist,0
2857,19370974,True,2023-01-30,N - NOT INJURED,1503,2023,MONDAY,3 PM,E OVERLAND AVE,31.75784485,-106.4845803,30,S KANSAS ST,0,N - NOT INJURED,Motorist,0
2938,19370971,True,2023-02-03,C - POSSIBLE INJURY,1809,2023,FRIDAY,6 PM,TEXAS AVE,31.75997485,-106.4854203,30,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
2939,19370971,True,2023-02-03,C - POSSIBLE INJURY,1809,2023,FRIDAY,6 PM,TEXAS AVE,31.75997485,-106.4854203,30,N KANSAS ST,0,C - POSSIBLE INJURY,Pedestrian,151600
3121,19390944,True,2023-02-11,N - NOT INJURED,1853,2023,SATURDAY,6 PM,E FRANKLIN AVE,31.76207485,-106.4873903,-1,N KANSAS ST,0,N - NOT INJURED,Motorist,0
3122,19390944,True,2023-02-11,N - NOT INJURED,1853,2023,SATURDAY,6 PM,E FRANKLIN AVE,31.76207485,-106.4873903,-1,N KANSAS ST,0,N - NOT INJURED,Motorist,0
3123,19390944,True,2023-02-11,N - NOT INJURED,1853,2023,SATURDAY,6 PM,E FRANKLIN AVE,31.76207485,-106.4873903,-1,N KANSAS ST,0,N - NOT INJURED,Motorist,0
3124,19390944,True,2023-02-11,N - NOT INJURED,1853,2023,SATURDAY,6 PM,E FRANKLIN AVE,31.76207485,-106.4873903,-1,N KANSAS ST,0,N - NOT INJURED,Motorist,0
3125,19390944,True,2023-02-11,N - NOT INJURED,1853,2023,SATURDAY,6 PM,E FRANKLIN AVE,31.76207485,-106.4873903,-1,N KANSAS ST,0,N - NOT INJURED,Motorist,0
3126,19390944,True,2023-02-11,N - NOT INJURED,1853,2023,SATURDAY,6 PM,E FRANKLIN AVE,31.76207485,-106.4873903,-1,N KANSAS ST,0,N - NOT INJURED,Motorist,0
3226,19403257,True,2023-02-22,N - NOT INJURED,949,2023,WEDNESDAY,9 AM,N KANSAS ST,31.75997485,-106.4854203,30,TEXAS AVE,0,N - NOT INJURED,Motorist,0
3227,19403257,True,2023-02-22,N - NOT INJURED,949,2023,WEDNESDAY,9 AM,N KANSAS ST,31.75997485,-106.4854203,30,TEXAS AVE,0,N - NOT INJURED,Motorist,0
3228,19403257,True,2023-02-22,N - NOT INJURED,949,2023,WEDNESDAY,9 AM,N KANSAS ST,31.75997485,-106.4854203,30,TEXAS AVE,0,N - NOT INJURED,Motorist,0
3654,19445099,True,2023-03-15,N - NOT INJURED,1918,2023,WEDNESDAY,7 PM,MYRTLE AVE,31.75973485,-106.4839903,35,CAMPBELL ST,0,N - NOT INJURED,Motorist,0
3655,19445099,True,2023-03-15,N - NOT INJURED,1918,2023,WEDNESDAY,7 PM,MYRTLE AVE,31.75973485,-106.4839903,35,CAMPBELL ST,0,N - NOT INJURED,Motorist,0
3890,19467523,True,2023-03-28,N - NOT INJURED,1747,2023,TUESDAY,5 PM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
3891,19467523,True,2023-03-28,N - NOT INJURED,1747,2023,TUESDAY,5 PM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
4116,19480177,True,2023-04-08,N - NOT INJURED,832,2023,SATURDAY,8 AM,E MAIN ST,31.76134485,-106.4867103,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
4117,19480177,True,2023-04-08,N - NOT INJURED,832,2023,SATURDAY,8 AM,E MAIN ST,31.76134485,-106.4867103,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
4250,19544947,True,2023-04-15,B - SUSPECTED MINOR INJURY,1554,2023,SATURDAY,3 PM,TEXAS AVE,31.75997485,-106.4854203,30,N KANSAS ST,0,B - SUSPECTED MINOR INJURY,Motorist,303200
4251,19544947,True,2023-04-15,B - SUSPECTED MINOR INJURY,1554,2023,SATURDAY,3 PM,TEXAS AVE,31.75997485,-106.4854203,30,N KANSAS ST,0,N - NOT INJURED,Motorist,303200
4256,19503572,True,2023-04-16,C - POSSIBLE INJURY,1421,2023,SUNDAY,2 PM,E MAIN ST,31.76079485,-106.4875703,30,N STANTON ST,0,99 - UNKNOWN,Motorist,151600
4257,19503572,True,2023-04-16,C - POSSIBLE INJURY,1421,2023,SUNDAY,2 PM,E MAIN ST,31.76079485,-106.4875703,30,N STANTON ST,0,C - POSSIBLE INJURY,Motorist,151600
4258,19503572,True,2023-04-16,C - POSSIBLE INJURY,1421,2023,SUNDAY,2 PM,E MAIN ST,31.76079485,-106.4875703,30,N STANTON ST,0,C - POSSIBLE INJURY,Motorist,151600
4259,19503572,True,2023-04-16,C - POSSIBLE INJURY,1421,2023,SUNDAY,2 PM,E MAIN ST,31.76079485,-106.4875703,30,N STANTON ST,0,C - POSSIBLE INJURY,Motorist,151600
4341,19500335,True,2023-04-20,N - NOT INJURED,742,2023,THURSDAY,7 AM,S SANTA FE ST,31.75643485,-106.4897403,25,W OVERLAND AVE,0,N - NOT INJURED,Motorist,0
4342,19500335,True,2023-04-20,N - NOT INJURED,742,2023,THURSDAY,7 AM,S SANTA FE ST,31.75643485,-106.4897403,25,W OVERLAND AVE,0,N - NOT INJURED,Motorist,0
4467,19512428,True,2023-04-25,N - NOT INJURED,658,2023,TUESDAY,6 AM,E MAIN ST,31.76134485,-106.4867103,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
4468,19512428,True,2023-04-25,N - NOT INJURED,658,2023,TUESDAY,6 AM,E MAIN ST,31.76134485,-106.4867103,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
4469,19512428,True,2023-04-25,N - NOT INJURED,658,2023,TUESDAY,6 AM,E MAIN ST,31.76134485,-106.4867103,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
4584,19521522,True,2023-04-30,B - SUSPECTED MINOR INJURY,2213,2023,SUNDAY,10 PM,N KANSAS ST,31.76207485,-106.4873903,35,E FRANKLIN AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
4585,19521522,True,2023-04-30,B - SUSPECTED MINOR INJURY,2213,2023,SUNDAY,10 PM,N KANSAS ST,31.76207485,-106.4873903,35,E FRANKLIN AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
4618,19541016,True,2023-05-01,C - POSSIBLE INJURY,916,2023,MONDAY,9 AM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
4619,19541016,True,2023-05-01,C - POSSIBLE INJURY,916,2023,MONDAY,9 AM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
4620,19541016,True,2023-05-01,C - POSSIBLE INJURY,916,2023,MONDAY,9 AM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
4621,19541016,True,2023-05-01,C - POSSIBLE INJURY,916,2023,MONDAY,9 AM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,C - POSSIBLE INJURY,Motorist,151600
4688,19540429,True,2023-05-05,N - NOT INJURED,1832,2023,FRIDAY,6 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
4689,19540429,True,2023-05-05,N - NOT INJURED,1832,2023,FRIDAY,6 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
4690,19540429,True,2023-05-05,N - NOT INJURED,1832,2023,FRIDAY,6 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
4691,19540429,True,2023-05-05,N - NOT INJURED,1832,2023,FRIDAY,6 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
4692,19540429,True,2023-05-05,N - NOT INJURED,1832,2023,FRIDAY,6 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
4693,19540429,True,2023-05-05,N - NOT INJURED,1832,2023,FRIDAY,6 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
4740,19534692,True,2023-05-08,B - SUSPECTED MINOR INJURY,2238,2023,MONDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,99 - UNKNOWN,Motorist,303200
4741,19534692,True,2023-05-08,B - SUSPECTED MINOR INJURY,2238,2023,MONDAY,10 PM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
4748,19575763,True,2023-05-08,N - NOT INJURED,1544,2023,MONDAY,3 PM,E SAN ANTONIO AVE,31.75875485,-106.4848103,30,S KANSAS ST,0,N - NOT INJURED,Motorist,0
4749,19575763,True,2023-05-08,N - NOT INJURED,1544,2023,MONDAY,3 PM,E SAN ANTONIO AVE,31.75875485,-106.4848103,30,S KANSAS ST,0,N - NOT INJURED,Motorist,0
4786,19541031,True,2023-05-10,C - POSSIBLE INJURY,852,2023,WEDNESDAY,8 AM,E MISSOURI AVE,31.76281485,-106.4880403,30,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
4787,19541031,True,2023-05-10,C - POSSIBLE INJURY,852,2023,WEDNESDAY,8 AM,E MISSOURI AVE,31.76281485,-106.4880403,30,N KANSAS ST,0,C - POSSIBLE INJURY,Motorist,151600
4860,19549054,True,2023-05-13,B - SUSPECTED MINOR INJURY,1738,2023,SATURDAY,5 PM,N SANTA FE ST,31.75720485,-106.4899903,30,W SAN ANTONIO AVE,0,N - NOT INJURED,Motorist,303200
4861,19549054,True,2023-05-13,B - SUSPECTED MINOR INJURY,1738,2023,SATURDAY,5 PM,N SANTA FE ST,31.75720485,-106.4899903,30,W SAN ANTONIO AVE,0,N - NOT INJURED,Motorist,303200
4862,19549054,True,2023-05-13,B - SUSPECTED MINOR INJURY,1738,2023,SATURDAY,5 PM,N SANTA FE ST,31.75720485,-106.4899903,30,W SAN ANTONIO AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
4863,19549054,True,2023-05-13,B - SUSPECTED MINOR INJURY,1738,2023,SATURDAY,5 PM,N SANTA FE ST,31.75720485,-106.4899903,30,W SAN ANTONIO AVE,0,B - SUSPECTED MINOR INJURY,Motorist,303200
4864,19549054,True,2023-05-13,B - SUSPECTED MINOR INJURY,1738,2023,SATURDAY,5 PM,N SANTA FE ST,31.75720485,-106.4899903,30,W SAN ANTONIO AVE,0,C - POSSIBLE INJURY,Motorist,303200
5136,19574182,True,2023-05-27,C - POSSIBLE INJURY,229,2023,SATURDAY,2 AM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,S SANTA FE ST,0,C - POSSIBLE INJURY,Motorist,151600
5137,19574182,True,2023-05-27,C - POSSIBLE INJURY,229,2023,SATURDAY,2 AM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,151600
5138,19574182,True,2023-05-27,C - POSSIBLE INJURY,229,2023,SATURDAY,2 AM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,151600
5139,19574182,True,2023-05-27,C - POSSIBLE INJURY,229,2023,SATURDAY,2 AM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,151600
5519,19605468,True,2023-06-15,A - SUSPECTED SERIOUS INJURY,932,2023,THURSDAY,9 AM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,1432400
5520,19605468,True,2023-06-15,A - SUSPECTED SERIOUS INJURY,932,2023,THURSDAY,9 AM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
